Facility_ID,Street_No,Street_Name,Street_Type,Street_Direction,Postal_Code,Prov_Terr,City,Facility_Type_ID
28053,-1,,,,,ON,Grimsby,FT11
28054,-1,,,,,ON,Grimsby,FT11
28055,-1,,,,,ON,Grimsby,FT11
28056,-1,,,,,ON,Grimsby,FT11
28057,-1,,,,,ON,Grimsby,FT11
28058,-1,,,,,ON,Grimsby,FT11
28059,-1,,,,,ON,Grimsby,FT11
28060,-1,,,,,ON,Grimsby,FT11
28061,-1,,,,,ON,Grimsby,FT11
28062,-1,,,,,ON,Grimsby,FT11
28063,-1,,,,,ON,Lincoln,FT11
28064,-1,,,,,ON,Lincoln,FT11
28065,-1,,,,,ON,Grimsby,FT11
28066,-1,,,,,ON,Grimsby,FT11
28067,-1,,,,,ON,Grimsby,FT11
28068,-1,,,,,ON,Grimsby,FT11
28069,-1,,,,,ON,Grimsby,FT11
28070,-1,,,,,ON,Grimsby,FT11
28071,-1,,,,,ON,Grimsby,FT11
28072,-1,,,,,ON,Grimsby,FT11
28073,-1,,,,,ON,Grimsby,FT11
28074,-1,,,,,ON,Lincoln,FT11
28075,-1,,,,,ON,Grimsby,FT11
28076,-1,,,,,ON,Grimsby,FT11
28077,-1,,,,,ON,Grimsby,FT11
28078,-1,,,,,ON,Grimsby,FT11
28079,-1,,,,,ON,Grimsby,FT11
28080,-1,,,,,ON,Grimsby,FT11
28081,-1,,,,,ON,Grimsby,FT11
28082,-1,,,,,ON,Lincoln,FT11
28083,-1,,,,,ON,Grimsby,FT11
28084,-1,,,,,ON,Grimsby,FT11
28085,-1,,,,,ON,Grimsby,FT11
28086,-1,,,,,ON,Grimsby,FT11
28087,-1,,,,,ON,Grimsby,FT11
28088,-1,,,,,ON,Grimsby,FT11
28089,-1,,,,,ON,Grimsby,FT11
28090,-1,,,,,ON,Grimsby,FT11
28091,-1,,,,,ON,Grimsby,FT11
28092,-1,,,,,ON,Grimsby,FT11
28093,-1,,,,,ON,Grimsby,FT11
28094,-1,,,,,ON,Grimsby,FT11
28095,-1,,,,,ON,Grimsby,FT11
28096,-1,,,,,ON,Grimsby,FT11
28097,-1,,,,,ON,Grimsby,FT11
28098,-1,,,,,ON,Grimsby,FT11
28099,-1,,,,,ON,Grimsby,FT11
28100,-1,,,,,ON,Grimsby,FT11
28101,-1,,,,,ON,Lincoln,FT11
28102,-1,,,,,ON,Lincoln,FT11
28103,-1,,,,,ON,Grimsby,FT11
28104,-1,,,,,ON,Grimsby,FT11
28105,-1,,,,,ON,Grimsby,FT11
28106,-1,,,,,ON,Grimsby,FT11
28107,-1,,,,,ON,Lincoln,FT11
28108,-1,,,,,ON,Lincoln,FT11
28109,-1,,,,,ON,Lincoln,FT11
28110,-1,,,,,ON,Lincoln,FT11
28111,-1,,,,,ON,Lincoln,FT11
28112,-1,,,,,ON,Lincoln,FT11
28113,-1,,,,,ON,Lincoln,FT11
28114,-1,,,,,ON,Lincoln,FT11
28115,-1,,,,,ON,Lincoln,FT11
28116,-1,,,,,ON,Lincoln,FT11
28117,-1,,,,,ON,Lincoln,FT11
28118,-1,,,,,ON,Lincoln,FT11
28119,-1,,,,,ON,Lincoln,FT11
28120,-1,,,,,ON,Lincoln,FT11
28121,-1,,,,,ON,Lincoln,FT11
28122,-1,,,,,ON,Lincoln,FT11
28123,-1,,,,,ON,Lincoln,FT11
28124,-1,,,,,ON,Lincoln,FT11
28125,-1,,,,,ON,Lincoln,FT11
28126,-1,,,,,ON,Lincoln,FT11
28127,-1,,,,,ON,Lincoln,FT11
28128,-1,,,,,ON,Lincoln,FT11
28129,-1,,,,,ON,Lincoln,FT11
28130,-1,,,,,ON,Lincoln,FT11
28131,-1,,,,,ON,Lincoln,FT11
28132,-1,,,,,ON,Lincoln,FT11
28133,-1,,,,,ON,Lincoln,FT11
28134,-1,,,,,ON,Lincoln,FT11
28135,-1,,,,,ON,Lincoln,FT11
28136,-1,,,,,ON,Lincoln,FT11
28137,-1,,,,,ON,Lincoln,FT11
28138,-1,,,,,ON,Lincoln,FT11
28139,-1,,,,,ON,Lincoln,FT11
28140,-1,,,,,ON,Lincoln,FT11
28141,-1,,,,,ON,Lincoln,FT11
28142,-1,,,,,ON,Lincoln,FT11
28143,-1,,,,,ON,Lincoln,FT11
28144,-1,,,,,ON,Lincoln,FT11
28145,-1,,,,,ON,Lincoln,FT11
28146,-1,,,,,ON,Lincoln,FT11
28147,-1,,,,,ON,Lincoln,FT11
28148,-1,,,,,ON,Lincoln,FT11
28149,-1,,,,,ON,Lincoln,FT11
28150,-1,,,,,ON,Lincoln,FT11
28151,-1,,,,,ON,Lincoln,FT11
28152,-1,,,,,ON,Lincoln,FT11
28153,-1,,,,,ON,Lincoln,FT11
28154,-1,,,,,ON,Lincoln,FT11
28155,-1,,,,,ON,Lincoln,FT11
28156,-1,,,,,ON,Lincoln,FT11
28157,-1,,,,,ON,Grimsby,FT11
28158,-1,,,,,ON,Grimsby,FT11
28159,-1,,,,,ON,Grimsby,FT11
28160,-1,,,,,ON,Grimsby,FT11
28161,-1,,,,,ON,Grimsby,FT11
28162,-1,,,,,ON,Grimsby,FT11
28163,-1,,,,,ON,Grimsby,FT11
28164,-1,,,,,ON,Hamilton,FT11
28165,-1,,,,,ON,Grimsby,FT11
28166,-1,,,,,ON,Grimsby,FT11
28167,-1,,,,,ON,Grimsby,FT11
28168,-1,,,,,ON,Grimsby,FT11
28169,-1,,,,,ON,Grimsby,FT11
28170,-1,,,,,ON,Grimsby,FT11
28171,-1,,,,,ON,Grimsby,FT11
28172,-1,,,,,ON,Grimsby,FT11
28173,-1,,,,,ON,Grimsby,FT11
28174,-1,,,,,ON,Grimsby,FT11
28175,-1,,,,,ON,Lincoln,FT11
28176,-1,,,,,ON,Grimsby,FT11
28177,-1,,,,,ON,Lincoln,FT11
28178,-1,,,,,ON,Lincoln,FT11
28179,-1,,,,,ON,Niagara-on-the-Lake,FT11
28180,-1,,,,,ON,Niagara-on-the-Lake,FT11
28181,-1,,,,,ON,Niagara-on-the-Lake,FT11
28182,-1,,,,,ON,Niagara-on-the-Lake,FT11
28183,-1,,,,,ON,Niagara-on-the-Lake,FT11
28184,-1,,,,,ON,Niagara-on-the-Lake,FT11
28185,-1,,,,,ON,Niagara-on-the-Lake,FT11
28186,-1,,,,,ON,Niagara-on-the-Lake,FT11
28187,-1,,,,,ON,Niagara-on-the-Lake,FT11
28188,-1,,,,,ON,Niagara-on-the-Lake,FT11
28189,-1,,,,,ON,Niagara-on-the-Lake,FT11
28190,-1,,,,,ON,Niagara-on-the-Lake,FT11
28191,-1,,,,,ON,Niagara-on-the-Lake,FT11
28192,-1,,,,,ON,Niagara-on-the-Lake,FT11
28193,-1,,,,,ON,Niagara-on-the-Lake,FT11
28194,-1,,,,,ON,Niagara-on-the-Lake,FT11
28195,-1,,,,,ON,Niagara-on-the-Lake,FT11
28196,-1,,,,,ON,Niagara-on-the-Lake,FT11
28197,-1,,,,,ON,Niagara-on-the-Lake,FT11
28198,-1,,,,,ON,Niagara-on-the-Lake,FT11
28199,-1,,,,,ON,Niagara-on-the-Lake,FT11
28200,-1,,,,,ON,Niagara-on-the-Lake,FT11
28201,-1,,,,,ON,Niagara-on-the-Lake,FT11
28202,-1,,,,,ON,Niagara-on-the-Lake,FT11
28203,-1,,,,,ON,Niagara-on-the-Lake,FT11
28204,-1,,,,,ON,Niagara-on-the-Lake,FT11
28205,-1,,,,,ON,Niagara-on-the-Lake,FT11
28206,-1,,,,,ON,Niagara-on-the-Lake,FT11
28207,-1,,,,,ON,Niagara-on-the-Lake,FT11
28208,-1,,,,,ON,Niagara-on-the-Lake,FT11
28209,-1,,,,,ON,Niagara-on-the-Lake,FT11
28210,-1,,,,,ON,Niagara-on-the-Lake,FT11
28211,-1,,,,,ON,Niagara-on-the-Lake,FT11
28212,-1,,,,,ON,St. Catharines,FT11
28213,-1,,,,,ON,St. Catharines,FT11
28214,-1,,,,,ON,Niagara-on-the-Lake,FT11
28215,-1,,,,,ON,Niagara-on-the-Lake,FT11
28216,-1,,,,,ON,Niagara-on-the-Lake,FT11
28217,-1,,,,,ON,Niagara-on-the-Lake,FT11
28218,-1,,,,,ON,Niagara-on-the-Lake,FT11
28219,-1,,,,,ON,Niagara-on-the-Lake,FT11
28220,-1,,,,,ON,Niagara-on-the-Lake,FT11
28221,-1,,,,,ON,Niagara-on-the-Lake,FT11
28222,-1,,,,,ON,Niagara-on-the-Lake,FT11
28223,-1,,,,,ON,Niagara-on-the-Lake,FT11
28224,-1,,,,,ON,Niagara-on-the-Lake,FT11
28225,-1,,,,,ON,St. Catharines,FT11
28226,-1,,,,,ON,St. Catharines,FT11
28227,-1,,,,,ON,St. Catharines,FT11
28228,-1,,,,,ON,St. Catharines,FT11
28229,-1,,,,,ON,St. Catharines,FT11
28230,-1,,,,,ON,Lincoln,FT11
28231,-1,,,,,ON,Lincoln,FT11
28232,-1,,,,,ON,Lincoln,FT11
28233,-1,,,,,ON,Lincoln,FT11
28234,-1,,,,,ON,Lincoln,FT11
28235,-1,,,,,ON,Niagara-on-the-Lake,FT11
28236,-1,,,,,ON,Niagara-on-the-Lake,FT11
28237,-1,,,,,ON,Niagara-on-the-Lake,FT11
28238,-1,,,,,ON,St. Catharines,FT11
28239,-1,,,,,ON,St. Catharines,FT11
28240,-1,,,,,ON,St. Catharines,FT11
28241,-1,,,,,ON,St. Catharines,FT11
28242,-1,,,,,ON,St. Catharines,FT11
28243,-1,,,,,ON,St. Catharines,FT11
28244,-1,,,,,ON,St. Catharines,FT11
28245,-1,,,,,ON,St. Catharines,FT11
28246,-1,,,,,ON,St. Catharines,FT11
28247,-1,,,,,ON,St. Catharines,FT11
28248,-1,,,,,ON,St. Catharines,FT11
28249,-1,,,,,ON,St. Catharines,FT11
28250,-1,,,,,ON,St. Catharines,FT11
28251,-1,,,,,ON,St. Catharines,FT11
28252,-1,,,,,ON,Mississauga,FT11
28253,-1,,,,,ON,Mississauga,FT11
28254,-1,,,,,ON,Mississauga,FT11
28255,-1,,,,,ON,Mississauga,FT11
28256,-1,,,,,ON,Mississauga,FT11
28257,-1,,,,,ON,Mississauga,FT11
28258,-1,,,,,ON,Mississauga,FT11
28259,-1,,,,,ON,Mississauga,FT11
28260,-1,,,,,ON,Mississauga,FT11
28261,-1,,,,,ON,Mississauga,FT11
28262,-1,,,,,ON,Mississauga,FT11
28263,-1,,,,,ON,Mississauga,FT11
28264,-1,,,,,ON,Mississauga,FT11
28265,-1,,,,,ON,Mississauga,FT11
28266,-1,,,,,ON,Mississauga,FT11
28267,-1,,,,,ON,Mississauga,FT11
28268,-1,,,,,ON,Mississauga,FT11
28269,-1,,,,,ON,Mississauga,FT11
28270,-1,,,,,ON,Mississauga,FT11
28271,-1,,,,,ON,Mississauga,FT11
28272,-1,,,,,ON,Mississauga,FT11
28273,-1,,,,,ON,Mississauga,FT11
28274,-1,,,,,ON,Mississauga,FT11
28275,-1,,,,,ON,Mississauga,FT11
28276,-1,,,,,ON,Mississauga,FT11
28277,-1,,,,,ON,Mississauga,FT11
28278,-1,,,,,ON,Mississauga,FT11
28279,-1,,,,,ON,Mississauga,FT11
28280,-1,,,,,ON,Mississauga,FT11
28281,-1,,,,,ON,Mississauga,FT11
28282,-1,,,,,ON,Mississauga,FT11
28283,-1,,,,,ON,Mississauga,FT11
28284,-1,,,,,ON,Mississauga,FT11
28285,-1,,,,,ON,Mississauga,FT11
28286,-1,,,,,ON,Mississauga,FT11
28287,-1,,,,,ON,Mississauga,FT11
28288,-1,,,,,ON,Mississauga,FT11
28289,-1,,,,,ON,Mississauga,FT11
28290,-1,,,,,ON,Mississauga,FT11
28291,-1,,,,,ON,Mississauga,FT11
28292,-1,,,,,ON,Mississauga,FT11
28293,-1,,,,,ON,Mississauga,FT11
28294,-1,,,,,ON,Mississauga,FT11
28295,-1,,,,,ON,Mississauga,FT11
28296,-1,,,,,ON,Mississauga,FT11
28297,-1,,,,,ON,Mississauga,FT11
28298,-1,,,,,ON,Mississauga,FT11
28299,-1,,,,,ON,Mississauga,FT11
28300,-1,,,,,ON,Mississauga,FT11
28301,-1,,,,,ON,Mississauga,FT11
28302,-1,,,,,ON,Mississauga,FT11
28303,-1,,,,,ON,Mississauga,FT11
28304,-1,,,,,ON,Mississauga,FT11
28305,-1,,,,,ON,Mississauga,FT11
28306,-1,,,,,ON,Mississauga,FT11
28307,-1,,,,,ON,Mississauga,FT11
28308,-1,,,,,ON,Mississauga,FT11
28309,-1,,,,,ON,Clarington,FT11
28310,-1,,,,,ON,Whitby,FT11
28311,-1,lake,promenade,,,ON,Toronto,FT11
28312,-1,lake,promenade,,,ON,Toronto,FT11
28313,-1,lake shore,blvd,w,,ON,Toronto,FT11
28314,-1,island,rd,,,ON,Toronto,FT11
28315,-1,lake,promenade,,,ON,Toronto,FT11
28316,-1,lawrence,ave,e,,ON,Toronto,FT11
28317,-1,heathfield,dr,,,ON,Toronto,FT11
28318,-1,sliver birch,ave,,,ON,Toronto,FT11
28319,-1,port union,rd,,,ON,Toronto,FT11
28320,-1,queens quay,,w,,ON,Toronto,FT11
28321,-1,bridgend,st,,,ON,Toronto,FT11
28322,-1,hill,cres,,,ON,Toronto,FT11
28323,-1,fernwood park,ave,,,ON,Toronto,FT11
28324,-1,lawrence,ave,e,,ON,Toronto,FT11
28325,-1,lake shore,dr,,,ON,Toronto,FT11
28326,-1,lawrence,ave,e,,ON,Toronto,FT11
28327,-1,,,,,ON,Norfolk County,FT11
28328,-1,,,,,ON,St. Catharines,FT11
28329,-1,,,,,ON,St. Catharines,FT11
28330,-1,,,,,ON,St. Catharines,FT11
28331,-1,,,,,ON,St. Catharines,FT11
28332,-1,,,,,ON,Waterloo,FT11
28333,-1,,,,,ON,Waterloo,FT11
28334,-1,,,,,ON,Waterloo,FT11
28335,-1,,,,,ON,Waterloo,FT11
28336,-1,,,,,ON,Waterloo,FT11
28337,-1,,,,,ON,Waterloo,FT11
28338,-1,,,,,ON,Waterloo,FT11
28339,-1,,,,,ON,Waterloo,FT11
28340,-1,,,,,ON,Waterloo,FT11
28341,-1,,,,,ON,Waterloo,FT11
28342,-1,,,,,ON,Waterloo,FT11
28343,-1,,,,,ON,Waterloo,FT11
28344,-1,,,,,ON,Wilmot,FT11
28345,-1,,,,,ON,Kitchener,FT11
28346,-1,,,,,ON,Kitchener,FT11
28347,-1,,,,,ON,Wilmot,FT11
28348,-1,,,,,ON,Waterloo,FT11
28349,-1,,,,,ON,Waterloo,FT11
28350,-1,,,,,ON,Waterloo,FT11
28351,-1,,,,,ON,Waterloo,FT11
28352,-1,,,,,ON,Kitchener,FT11
28353,-1,,,,,ON,Kitchener,FT11
28354,-1,,,,,ON,Waterloo,FT11
28355,-1,,,,,ON,Waterloo,FT11
28356,-1,,,,,ON,Waterloo,FT11
28357,-1,,,,,ON,Waterloo,FT11
28358,-1,,,,,ON,Waterloo,FT11
28359,-1,,,,,ON,Waterloo,FT11
28360,-1,,,,,ON,Wilmot,FT11
28361,-1,,,,,ON,Kitchener,FT11
28362,-1,,,,,ON,Kitchener,FT11
28363,-1,,,,,ON,Wilmot,FT11
28364,-1,,,,,ON,Kitchener,FT11
28365,-1,,,,,ON,Wilmot,FT11
28366,-1,,,,,ON,Kitchener,FT11
28367,-1,,,,,ON,Kitchener,FT11
28368,-1,,,,,ON,Wilmot,FT11
28369,-1,,,,,ON,Waterloo,FT11
28370,-1,,,,,ON,Waterloo,FT11
28371,-1,,,,,ON,Waterloo,FT11
28372,-1,,,,,ON,Waterloo,FT11
28373,-1,,,,,ON,Waterloo,FT11
28374,-1,,,,,ON,Waterloo,FT11
28375,-1,,,,,ON,Waterloo,FT11
28376,-1,,,,,ON,Waterloo,FT11
28377,-1,,,,,ON,Waterloo,FT11
28378,-1,,,,,ON,Waterloo,FT11
28379,-1,,,,,ON,Waterloo,FT11
28380,-1,,,,,ON,Waterloo,FT11
28381,-1,,,,,ON,Waterloo,FT11
28382,-1,,,,,ON,Waterloo,FT11
28383,-1,,,,,ON,Waterloo,FT11
28384,-1,,,,,ON,Waterloo,FT11
28385,-1,,,,,ON,Waterloo,FT11
28386,-1,,,,,ON,Waterloo,FT11
28387,-1,,,,,ON,Waterloo,FT11
28388,-1,,,,,ON,Waterloo,FT11
28389,-1,,,,,ON,Waterloo,FT11
28390,-1,,,,,ON,Waterloo,FT11
28391,-1,,,,,ON,Waterloo,FT11
28392,-1,,,,,ON,Waterloo,FT11
28393,-1,,,,,ON,Waterloo,FT11
28394,-1,,,,,ON,Waterloo,FT11
28395,-1,,,,,ON,Waterloo,FT11
28396,-1,,,,,ON,Waterloo,FT11
28397,-1,,,,,ON,Waterloo,FT11
28398,-1,,,,,ON,Waterloo,FT11
28399,-1,,,,,ON,Waterloo,FT11
28400,-1,,,,,ON,Waterloo,FT11
28401,-1,,,,,ON,Waterloo,FT11
28402,-1,,,,,ON,Waterloo,FT11
28403,-1,,,,,ON,Waterloo,FT11
28404,-1,,,,,ON,Waterloo,FT11
28405,-1,,,,,ON,Waterloo,FT11
28406,-1,,,,,ON,Waterloo,FT11
28407,-1,,,,,ON,Waterloo,FT11
28408,-1,,,,,ON,Waterloo,FT11
28409,-1,,,,,ON,Waterloo,FT11
28410,-1,,,,,ON,Waterloo,FT11
28411,-1,,,,,ON,Waterloo,FT11
28412,-1,,,,,ON,Waterloo,FT11
28413,-1,,,,,ON,Waterloo,FT11
28414,-1,,,,,ON,Waterloo,FT11
28415,-1,,,,,ON,Waterloo,FT11
28416,-1,,,,,ON,Waterloo,FT11
28417,-1,,,,,ON,Waterloo,FT11
28418,-1,,,,,ON,Waterloo,FT11
28419,-1,,,,,ON,Waterloo,FT11
28420,-1,,,,,ON,Waterloo,FT11
28421,-1,,,,,ON,Waterloo,FT11
28422,-1,,,,,ON,Waterloo,FT11
28423,-1,,,,,ON,Waterloo,FT11
28424,-1,,,,,ON,Waterloo,FT11
28425,-1,,,,,ON,Waterloo,FT11
28426,-1,,,,,ON,Waterloo,FT11
28427,-1,,,,,ON,Waterloo,FT11
28428,-1,,,,,ON,Waterloo,FT11
28429,-1,,,,,ON,Waterloo,FT11
28430,-1,,,,,ON,Waterloo,FT11
28431,-1,,,,,ON,Waterloo,FT11
28432,-1,,,,,ON,Waterloo,FT11
28433,-1,,,,,ON,Waterloo,FT11
28434,-1,,,,,ON,Waterloo,FT11
28435,-1,,,,,ON,Waterloo,FT11
28436,-1,,,,,ON,Waterloo,FT11
28437,-1,,,,,ON,Waterloo,FT11
28438,-1,,,,,ON,Waterloo,FT11
28439,-1,,,,,ON,Waterloo,FT11
28440,-1,,,,,ON,Waterloo,FT11
28441,-1,,,,,ON,Waterloo,FT11
28442,-1,,,,,ON,Waterloo,FT11
28443,-1,weber,st,w,,ON,Waterloo,FT11
28444,-1,weber,st,w,,ON,Kitchener,FT11
28445,-1,guelph,st,,,ON,Kitchener,FT11
28446,-1,guelph,st,,,ON,Kitchener,FT11
28447,-1,wellington,st,n,,ON,Kitchener,FT11
28448,-1,ahrens,st,w,,ON,Kitchener,FT11
28449,-1,wellington,st,n,,ON,Kitchener,FT11
28450,-1,louisa,st,,,ON,Kitchener,FT11
28451,-1,louisa,st,,,ON,Kitchener,FT11
28452,-1,ferdinand,ave,,,ON,Kitchener,FT11
28453,-1,duke,st,w,,ON,Kitchener,FT11
28454,-1,blucher,st,,,ON,Kitchener,FT11
28455,-1,weber,st,w,,ON,Kitchener,FT11
28456,-1,wilhelm,st,,,ON,Kitchener,FT11
28457,-1,ferdinand,ave,,,ON,Kitchener,FT11
28458,-1,ferdinand,ave,,,ON,Kitchener,FT11
28459,-1,ahrens,st,w,,ON,Kitchener,FT11
28460,-1,weber,st,w,,ON,Kitchener,FT11
28461,-1,weber,st,w,,ON,Kitchener,FT11
28462,-1,waterloo,st,,,ON,Kitchener,FT11
28463,-1,louisa,st,,,ON,Kitchener,FT11
28464,-1,,,,,ON,Kitchener,FT11
28465,-1,,,,,ON,Waterloo,FT11
28466,-1,,,,,ON,Waterloo,FT11
28467,-1,,,,,ON,Waterloo,FT11
28468,-1,,,,,ON,Waterloo,FT11
28469,-1,,,,,ON,Waterloo,FT11
28470,-1,,,,,ON,Waterloo,FT11
28471,-1,,,,,ON,Waterloo,FT11
28472,-1,,,,,ON,Waterloo,FT11
28473,-1,,,,,ON,Waterloo,FT11
28474,-1,,,,,ON,Waterloo,FT11
28475,-1,,,,,ON,Waterloo,FT11
28476,-1,,,,,ON,Waterloo,FT11
28477,-1,,,,,ON,Waterloo,FT11
28478,-1,,,,,ON,Waterloo,FT11
28479,-1,,,,,ON,Brantford,FT11
28480,-1,,,,,ON,North Dumfries,FT11
28481,-1,stanley,st,,,ON,North Dumfries,FT11
28482,-1,northumberland,st,,,ON,North Dumfries,FT11
28483,-1,,,,,ON,North Huron,FT11
28484,-1,,,,,ON,North Huron,FT11
28485,-1,,,,,ON,Brantford,FT11
28486,-1,,,,,ON,Brantford,FT11
28487,-1,,,,,ON,Waterloo,FT11
28488,-1,,,,,ON,Cambridge,FT11
28489,-1,,,,,ON,Cambridge,FT11
28490,-1,,,,,ON,Cambridge,FT11
28491,-1,,,,,ON,Cambridge,FT11
28492,-1,,,,,ON,Cambridge,FT11
28493,-1,,,,,ON,Cambridge,FT11
28494,-1,,,,,ON,Cambridge,FT11
28495,-1,,,,,ON,Cambridge,FT11
28496,-1,,,,,ON,Cambridge,FT11
28497,-1,,,,,ON,Cambridge,FT11
28498,-1,,,,,ON,Cambridge,FT11
28499,-1,,,,,ON,Waterloo,FT11
28500,-1,,,,,ON,Norfolk County,FT11
28501,-1,,,,,ON,Port Colborne,FT11
28502,-1,,,,,ON,St. Catharines,FT11
28503,-1,,,,,ON,St. Catharines,FT11
28504,-1,,,,,ON,St. Catharines,FT11
28505,-1,,,,,ON,St. Catharines,FT11
28506,-1,,,,,ON,St. Catharines,FT11
28507,-1,,,,,ON,Thorold,FT11
28508,-1,,,,,ON,Thorold,FT11
28509,-1,,,,,ON,Thorold,FT11
28510,-1,,,,,ON,Thorold,FT11
28511,-1,,,,,ON,Thorold,FT11
28512,-1,,,,,ON,Thorold,FT11
28513,-1,,,,,ON,Thorold,FT11
28514,-1,,,,,ON,Port Colborne,FT11
28515,-1,,,,,ON,Port Colborne,FT11
28516,-1,,,,,ON,Port Colborne,FT11
28517,-1,,,,,ON,Port Colborne,FT11
28518,-1,,,,,ON,Welland,FT11
28519,-1,,,,,ON,Port Colborne,FT11
28520,-1,,,,,ON,Welland,FT11
28521,-1,,,,,ON,Port Colborne,FT11
28522,-1,,,,,ON,St. Catharines,FT11
28523,-1,,,,,ON,St. Catharines,FT11
28524,-1,,,,,ON,St. Catharines,FT11
28525,-1,,,,,ON,St. Catharines,FT11
28526,-1,,,,,ON,St. Catharines,FT11
28527,-1,,,,,ON,St. Catharines,FT11
28528,-1,,,,,ON,St. Catharines,FT11
28529,-1,,,,,ON,Norfolk County,FT11
28530,-1,,,,,ON,Norfolk County,FT11
28531,-1,,,,,ON,Norfolk County,FT11
28532,-1,,,,,ON,Waterloo,FT11
28533,-1,,,,,ON,Waterloo,FT11
28534,-1,,,,,ON,Waterloo,FT11
28535,-1,,,,,ON,Waterloo,FT11
28536,-1,,,,,ON,Waterloo,FT11
28537,-1,,,,,ON,Waterloo,FT11
28538,-1,,,,,ON,Waterloo,FT11
28539,-1,,,,,ON,Cambridge,FT11
28540,-1,,,,,ON,Cambridge,FT11
28541,-1,,,,,ON,Cambridge,FT11
28542,-1,,,,,ON,Cambridge,FT11
28543,-1,,,,,ON,Cambridge,FT11
28544,-1,lamoreaux,dr,,,ON,Toronto,FT11
28545,-1,,,,,ON,Waterloo,FT11
28546,-1,,,,,ON,Waterloo,FT11
28547,-1,,,,,ON,Waterloo,FT11
28548,-1,,,,,ON,Waterloo,FT11
28549,-1,,,,,ON,Waterloo,FT11
28550,-1,,,,,ON,Waterloo,FT11
28551,-1,,,,,ON,Waterloo,FT11
28552,-1,,,,,ON,Waterloo,FT11
28553,-1,,,,,ON,Waterloo,FT11
28554,-1,,,,,ON,Waterloo,FT11
28555,-1,,,,,ON,Waterloo,FT11
28556,-1,,,,,ON,Waterloo,FT11
28557,-1,,,,,ON,Waterloo,FT11
28558,-1,,,,,ON,Waterloo,FT11
28559,-1,,,,,ON,Waterloo,FT11
28560,-1,,,,,ON,Waterloo,FT11
28561,-1,,,,,ON,Waterloo,FT11
28562,-1,,,,,ON,Waterloo,FT11
28563,-1,,,,,ON,Waterloo,FT11
28564,-1,,,,,ON,Waterloo,FT11
28565,-1,,,,,ON,Waterloo,FT11
28566,-1,,,,,ON,Waterloo,FT11
28567,-1,,,,,ON,Waterloo,FT11
28568,-1,,,,,ON,Waterloo,FT11
28569,-1,,,,,ON,Waterloo,FT11
28570,-1,broadway,ave,,,ON,Toronto,FT11
28571,-1,sutherland,dr,,,ON,Toronto,FT11
28572,-1,bathrust,st,,,ON,Toronto,FT11
28573,-1,don river,blvd,,,ON,Toronto,FT11
28574,-1,thorncliffe park,dr,,,ON,Toronto,FT11
28575,-1,mccowan,rd,,,ON,Toronto,FT11
28576,-1,danforth,rd,,,ON,Toronto,FT11
28577,-1,brimley,rd,,,ON,Toronto,FT11
28578,-1,brimley,rd,,,ON,Toronto,FT11
28579,-1,perivale,cres,,,ON,Toronto,FT11
28580,-1,rossander,crt,,,ON,Toronto,FT11
28581,-1,park,blvd,east,,ON,Toronto,FT11
28582,-1,mccowan,rd,,,ON,Toronto,FT11
28583,-1,brimley,rd,,,ON,Toronto,FT11
28584,-1,standrews,rd,,,ON,Toronto,FT11
28585,-1,brimley,rd,,,ON,Toronto,FT11
28586,-1,applefield,dr,,,ON,Toronto,FT11
28587,-1,waterfield,dr,,,ON,Toronto,FT11
28588,-1,mcnicoll,ave,,,ON,Toronto,FT11
28589,-1,sliversprings,blvd,,,ON,Toronto,FT11
28590,-1,brookmill,rd,,,ON,Toronto,FT11
28591,-1,finch,ave,e,,ON,Toronto,FT11
28592,-1,finch,ave,e,,ON,Toronto,FT11
28593,-1,birchmount,rd,,,ON,Toronto,FT11
28594,-1,garrybrook,dr,,,ON,Toronto,FT11
28595,-1,huntingwood,dr,,,ON,Toronto,FT11
28596,-1,timberbank,blvd,,,ON,Toronto,FT11
28597,-1,kennedy,rd,,,ON,Toronto,FT11
28598,-1,eastpark,blvd,,,ON,Toronto,FT11
28599,-1,st andrews,rd,,,ON,Toronto,FT11
28600,-1,pomeroy,st,,,ON,Toronto,FT11
28601,-1,ellesmere,rd,,,ON,Toronto,FT11
28602,-1,warden,ave,,,ON,Toronto,FT11
28603,-1,birchmount,rd,,,ON,Toronto,FT11
28604,-1,bellamy,rd,n,,ON,Toronto,FT11
28605,-1,mccowan,rd,,,ON,Toronto,FT11
28606,-1,banmoor,blvd,,,ON,Toronto,FT11
28607,-1,brimley,rd,,,ON,Toronto,FT11
28608,-1,bridletowne,crcl,,,ON,Toronto,FT11
28609,-1,birchmount,rd,,,ON,Toronto,FT11
28610,-1,pomeroy,st,,,ON,Toronto,FT11
28611,-1,sliversprings,blvd,,,ON,Toronto,FT11
28612,-1,lawrence,ave,e,,ON,Toronto,FT11
28613,-1,humberwood,blvd,,,ON,Toronto,FT11
28614,-1,triple crown,ave,,,ON,Toronto,FT11
28615,-1,turnvale,rd,,,ON,Toronto,FT11
28616,-1,mercury,rd,,,ON,Toronto,FT11
28617,-1,riverhead,dr,,,ON,Toronto,FT11
28618,-1,albion,rd,,,ON,Toronto,FT11
28619,-1,arboretum,blvd,,,ON,Toronto,FT11
28620,-1,alicewood,crt,,,ON,Toronto,FT11
28621,-1,finch,ave,w,,ON,Toronto,FT11
28622,-1,checkendon,dr,,,ON,Toronto,FT11
